Timestamp,"Research Participation Consent
I have read the information provided above and voluntarily agree to participate in this research study. I understand that my responses will be anonymous and used only for academic and research purposes.",How old are you? ,What is your gender? ,  Which university are you currently studying in?  ,   What program are you currently enrolled in?  ,  Which year are you currently studying in?  ,  Current GPA/CGPA  ,"On average, how many hours do you study per day (outside class)?",What is your approximate class attendance?,"How often do you feel overwhelmed by assignments, projects, and deadlines? ","How many major exams, tests, or assessments have you completed during the current semester or year? ",How many hours of sleep do you get per night? ,"On average, how much time do you spend on social media each day?",How often do you engage in physical activity or exercise?,  Part-time Job  ,"On average, what is your total daily screen time (including study and entertainment)?",How often do financial concerns related to your education cause you stress?,"When you feel stressed, how often do you have someone you trust to talk to? ","During the last month, how often have you felt nervous or stressed because of your studies?","During the last month, how often have you felt that your academic responsibilities were becoming difficult to manage?  ","During the last month, how often have you worried about your academic performance or grades?  ","During the last month, how often have you felt confident in your ability to handle academic challenges?  ","During the last month, how often have you felt that things were going well in your academic life?  ","During the last month, how often have you felt overwhelmed by the amount of work you needed to complete?","During the last month, how often have you been able to stay calm when facing academic pressure?  ","During the last month, how often have you felt in control of your studies and responsibilities?  ","During the last month, how often have you felt frustrated because of situations beyond your control?  ","During the last month, how often have you felt that your academic problems were piling up faster than you could handle them?  ","Overall, how satisfied are you with your academic life at the moment?","In your opinion, what is the biggest source of academic stress in your life, and why? ",Have you ever thought about taking a break from your studies because of academic pressure?  ,How often do concerns about your future career or employment cause you stress?,How satisfied are you with your current academic performance?,Data_Source
8/20/2026 22:35:57,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BCA,1st Year,Not Available Yet,3–4,81–90%,3,5-6,5–6,1–2 hours,Never,Yes,3–5 hours,5,2,3,3,4,3,3,4,4,5,4,3,3,Family pressure,Often,3,4,Synthetic
8/21/2026 0:08:19,"Yes, I agree to participate.",17-19,Female,Pokhara University,MBBS,2nd Year,2.5–2.99,5–6,81–90%,4,3-4,5–6,3–4 hours,Never,No,More than 8 hours,4,3,2,3,3,4,2,3,3,4,2,3,1,"Pressure to go abroad after graduation, internal assessments and assignments piling up together",Sometimes,4,2,Synthetic
8/21/2026 2:25:15,"Yes, I agree to participate.",23-25,Female,Pokhara University,BSc Nursing,4th Year,3.0–3.49,1–2,71–80%,2,3-4,More than 8,3–4 hours,3–4 days/week,No,3–5 hours,1,4,3,2,2,4,4,1,5,5,3,2,4,Semester project with weak team members,Never,3,4,Synthetic
8/21/2026 10:55:31,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,Less than 1,60–70%,4,3-4,Less than 5,5–6 hours,3–4 days/week,Yes,More than 8 hours,3,1,4,4,4,1,2,4,2,2,5,4,4,"Office hours clash with college time, too many assignments and lab reports with the same deadline",Very Often,5,4,Synthetic
8/21/2026 11:03:32,"Yes, I agree to participate.",23-25,Prefer not to say,Kathmandu University,BDS,5th Year,2.5–2.99,3–4,71–80%,3,More than 6,7–8,5–6 hours,1–2 days/week,No,6–8 hours,4,1,3,3,3,2,2,4,3,2,5,4,1,"TU exam pattern, everything depends on final exam",Sometimes,3,3,Synthetic
8/21/2026 16:20:07,"Yes, I agree to participate.",20-22,Prefer not to say,Tribhuvan University,BBS,3rd Year,2.5–2.99,1–2,60–70%,4,3-4,More than 8,3–4 hours,3–4 days/week,Yes,3–5 hours,3,2,4,4,3,2,3,2,2,2,3,4,2,Yes,Sometimes,2,4,Synthetic
8/21/2026 17:31:45,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,4th Year,3.5–4.0,1–2,71–80%,2,3-4,Less than 5,1–2 hours,3–4 days/week,Yes,3–5 hours,2,3,2,1,1,4,4,1,4,4,1,1,3,Not able to focus because of phone,Rarely,3,5,Synthetic
8/21/2026 19:58:00,"Yes, I agree to participate.",23-25,Male,Sudurpaschim University,BCA,4th Year,3.5–4.0,1–2,81–90%,2,3-4,7–8,Less than 1 hour,Never,No,Less than 3 hours,3,3,4,2,3,2,3,2,3,4,2,3,2,Internal assessments and assignments piling up together,Rarely,3,4,Synthetic
8/21/2026 23:19:04,"Yes, I agree to participate.",20-22,Male,Kathmandu University,BDS,5th Year,3.0–3.49,5–6,60–70%,4,More than 6,Less than 5,3–4 hours,1–2 days/week,No,6–8 hours,5,1,5,5,4,1,1,5,1,2,5,5,2,Study management,Very Often,5,3,Synthetic
8/21/2026 23:39:40,"Yes, I agree to participate.",17-19,Male,Kathmandu University,MBBS,1st Year,Not Available Yet,3–4,71–80%,2,5-6,5–6,3–4 hours,5–6 days/week,No,6–8 hours,2,4,2,3,2,3,4,4,5,4,1,3,3,"Project submission deadlines clashing with exams, future",Never,3,3,Synthetic
8/22/2026 1:01:41,"Yes, I agree to participate.",17-19,Female,Kathmandu University,BE/B.Tech,1st Year,3.0–3.49,3–4,71–80%,4,3-4,7–8,3–4 hours,3–4 days/week,No,3–5 hours,2,2,4,4,4,3,3,3,3,4,4,3,3,Multiple assignments ,Very Often,2,4,Synthetic
8/22/2026 2:24:22,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BCA,4th Year,3.0–3.49,5–6,71–80%,2,3-4,7–8,1–2 hours,1–2 days/week,Yes,3–5 hours,3,4,2,2,2,4,5,3,3,4,2,1,4,Strict attendance requirement,Never,3,4,Synthetic
8/22/2026 2:41:35,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc Nursing,3rd Year,3.0–3.49,Less than 1,60–70%,3,3-4,5–6,5–6 hours,3–4 days/week,No,6–8 hours,3,3,2,3,4,2,2,2,2,3,3,3,3,Frustration ,Often,4,4,Synthetic
8/22/2026 5:55:55,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,4th Year,3.0–3.49,3–4,60–70%,2,3-4,7–8,1–2 hours,Daily,Yes,6–8 hours,2,4,1,1,2,4,4,2,3,4,2,3,3,Thesis and internship report,Never,3,5,Synthetic
8/22/2026 6:34:40,"Yes, I agree to participate.",17-19,Female,Kathmandu University,BSc Nursing,1st Year,3.5–4.0,More than 6 hours,81–90%,3,5-6,5–6,5–6 hours,3–4 days/week,Yes,More than 8 hours,3,4,3,4,2,4,3,2,4,3,3,2,4,Office hours clash with college time,Sometimes,4,4,Synthetic
8/22/2026 6:54:57,"Yes, I agree to participate.",20-22,Female,Pokhara University,BCA,3rd Year,3.5–4.0,1–2,71–80%,3,3-4,7–8,5–6 hours,1–2 days/week,Yes,More than 8 hours,4,3,4,3,5,3,2,4,2,3,5,4,2,"Balancing part-time job and classes, I don't get enough time to study",Sometimes,3,4,Synthetic
8/22/2026 7:34:54,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BCA,4th Year,3.0–3.49,3–4,71–80%,4,1-2,5–6,1–2 hours,1–2 days/week,Yes,3–5 hours,3,3,3,3,3,3,4,2,3,4,2,4,3,Job ,Often,4,4,Synthetic
8/22/2026 8:39:23,"Yes, I agree to participate.",20-22,Female,Sudurpaschim University,BSc CSIT,4th Year,2.5–2.99,1–2,Below 60%,3,3-4,Less than 5,5–6 hours,1–2 days/week,Yes,6–8 hours,3,3,5,2,3,3,2,3,2,2,5,4,2,Future ,Often,4,3,Synthetic
8/22/2026 12:55:34,"Yes, I agree to participate.",23-25,Female,Sudurpaschim University,BSc CSIT,3rd Year,2.5–2.99,3–4,60–70%,4,3-4,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,3,4,5,3,4,3,2,4,2,2,4,4,2,Family pressure,Very Often,4,4,Synthetic
8/22/2026 14:13:23,"Yes, I agree to participate.",20-22,Male,Sudurpaschim University,BBS,1st Year,3.5–4.0,3–4,Above 90%,1,More than 6,7–8,3–4 hours,5–6 days/week,Yes,6–8 hours,4,5,1,1,3,4,4,2,4,4,3,2,4,Too many assignments and lab reports with the same deadline,Rarely,3,4,Synthetic
8/22/2026 16:24:52,"Yes, I agree to participate.",Above 25,Prefer not to say,Tribhuvan University,BBS,4th Year,3.5–4.0,3–4,Above 90%,1,More than 6,7–8,1–2 hours,3–4 days/week,No,3–5 hours,2,5,2,1,1,5,5,1,4,4,1,2,4,Family expectations to get good grades,Sometimes,2,4,Synthetic
8/22/2026 16:35:15,"Yes, I agree to participate.",23-25,Male,Kathmandu University,BSc Nursing,3rd Year,2.5–2.99,3–4,Below 60%,3,More than 6,Less than 5,1–2 hours,1–2 days/week,Yes,More than 8 hours,3,2,3,5,3,3,3,3,4,4,3,2,3,Financial ,Sometimes,2,5,Synthetic
8/22/2026 17:16:35,"Yes, I agree to participate.",Above 25,Male,Sudurpaschim University,BSc CSIT,4th Year,2.5–2.99,Less than 1,Below 60%,3,5-6,7–8,Less than 1 hour,Never,Yes,3–5 hours,4,3,3,4,4,4,3,3,2,2,3,2,4,"Career, jobs are very limited in Nepal",Often,3,3,Synthetic
8/22/2026 21:05:15,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BSc CSIT,3rd Year,2.5–2.99,Less than 1,60–70%,3,1-2,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,4,2,5,4,4,1,1,4,2,2,4,5,3,Paying semester fees while living in Kathmandu is hard,Often,3,3,Synthetic
8/22/2026 21:20:20,"Yes, I agree to participate.",20-22,Female,Purbanchal University,BCA,2nd Year,3.0–3.49,1–2,81–90%,2,More than 6,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,3,2,2,3,4,3,4,2,3,4,3,3,3,Future career concerns because I am unsure about job opportunities,Very Often,4,4,Synthetic
8/22/2026 21:31:49,"Yes, I agree to participate.",23-25,Female,Agriculture and Forestry University,Agriculture,3rd Year,Below 2.0,Less than 1,60–70%,4,3-4,5–6,3–4 hours,1–2 days/week,Yes,6–8 hours,4,2,4,3,4,1,1,3,1,2,5,4,1,Financial ,Very Often,4,2,Synthetic
8/23/2026 0:47:10,"Yes, I agree to participate.",Above 25,Male,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,5–6,71–80%,2,1-2,7–8,Less than 1 hour,1–2 days/week,Yes,Less than 3 hours,4,3,2,2,3,3,4,2,3,3,3,3,3,Job market is competitive and many seniors are still unemployed,Rarely,5,5,Synthetic
8/23/2026 2:28:41,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc Nursing,3rd Year,Not Available Yet,3–4,81–90%,2,1-2,5–6,Less than 1 hour,5–6 days/week,No,6–8 hours,1,3,1,1,1,5,4,1,3,5,2,1,4,Assignments because multiple deadlines occur at the same time,Rarely,2,5,Synthetic
8/23/2026 4:08:42,"Yes, I agree to participate.",23-25,Male,Agriculture and Forestry University,Agriculture,3rd Year,2.5–2.99,1–2,Below 60%,4,1-2,5–6,1–2 hours,5–6 days/week,Yes,6–8 hours,3,3,3,4,4,4,1,2,4,3,2,2,4,Future career,Rarely,3,3,Synthetic
8/23/2026 4:21:00,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc CSIT,4th Year,3.5–4.0,3–4,60–70%,1,More than 6,7–8,1–2 hours,5–6 days/week,Yes,3–5 hours,2,3,1,1,1,5,5,2,4,4,2,1,4,Thesis and internship report,Rarely,2,4,Synthetic
8/23/2026 4:58:13,"Yes, I agree to participate.",17-19,Male,Other,BDS,1st Year,2.5–2.99,3–4,81–90%,4,1-2,7–8,5–6 hours,1–2 days/week,No,6–8 hours,5,3,4,5,5,2,2,4,3,2,4,5,2,Internal assessments and assignments piling up together,Often,5,4,Synthetic
8/23/2026 5:38:40,"Yes, I agree to participate.",17-19,Male,Agriculture and Forestry University,Agriculture,1st Year,3.5–4.0,3–4,81–90%,4,1-2,5–6,3–4 hours,Never,No,3–5 hours,5,1,4,4,4,2,2,5,1,2,5,5,2,Board exams,Very Often,3,4,Synthetic
8/23/2026 6:37:58,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BIM,3rd Year,2.5–2.99,1–2,Below 60%,5,5-6,5–6,Less than 1 hour,Never,No,3–5 hours,4,3,5,5,5,1,1,5,1,2,5,5,1,"Financial, job market is competitive and many seniors are still unemployed",Very Often,5,2,Synthetic
8/23/2026 8:44:59,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc Nursing,4th Year,3.5–4.0,3–4,71–80%,2,More than 6,7–8,Less than 1 hour,1–2 days/week,No,3–5 hours,1,4,1,1,2,5,5,1,5,5,3,2,5,Internal assessments and assignments piling up together,Rarely,2,5,Synthetic
8/23/2026 9:18:33,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,4th Year,3.5–4.0,3–4,60–70%,1,1-2,5–6,1–2 hours,Never,Yes,6–8 hours,2,4,2,2,1,3,3,3,4,5,1,2,3,Job ,Rarely,2,5,Synthetic
8/23/2026 10:30:20,"Yes, I agree to participate.",17-19,Female,Pokhara University,BCA,1st Year,3.0–3.49,1–2,81–90%,4,3-4,5–6,5–6 hours,3–4 days/week,Yes,More than 8 hours,4,2,5,5,5,2,2,4,2,2,4,4,2,Stress,Sometimes,4,4,Synthetic
8/23/2026 10:53:23,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,4th Year,3.0–3.49,1–2,71–80%,5,3-4,7–8,1–2 hours,5–6 days/week,No,3–5 hours,5,3,5,3,3,2,4,4,3,3,3,4,5,Multiple assignments ,Often,3,2,Synthetic
8/23/2026 12:46:20,"Yes, I agree to participate.",17-19,Female,Agriculture and Forestry University,Agriculture,1st Year,Below 2.0,1–2,60–70%,3,1-2,7–8,5–6 hours,1–2 days/week,No,More than 8 hours,4,2,3,4,4,2,2,4,1,2,4,4,2,"Multiple assignments, balancing money and education",Often,3,1,Synthetic
8/23/2026 14:15:46,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BCA,4th Year,Below 2.0,Less than 1,Below 60%,1,5-6,Less than 5,Less than 1 hour,1–2 days/week,Yes,More than 8 hours,3,2,3,1,2,4,3,2,4,3,2,3,5,Unsure about future after graduation,Rarely,4,1,Synthetic
8/23/2026 14:48:25,"Yes, I agree to participate.",20-22,Female,Sudurpaschim University,BCA,3rd Year,3.5–4.0,3–4,Above 90%,2,More than 6,5–6,Less than 1 hour,1–2 days/week,No,3–5 hours,2,3,1,2,1,4,5,2,3,5,1,1,5,Project submission deadlines clashing with exams,Never,4,5,Synthetic
8/23/2026 17:06:40,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BIM,4th Year,Below 2.0,1–2,71–80%,5,More than 6,5–6,3–4 hours,Never,Yes,6–8 hours,5,1,4,4,5,2,1,4,1,1,5,5,1,Tuition fees and hostel expenses,Often,3,1,Synthetic
8/23/2026 17:39:00,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BBS,3rd Year,2.5–2.99,Less than 1,71–80%,4,3-4,5–6,1–2 hours,3–4 days/week,Yes,3–5 hours,4,3,4,4,4,3,1,5,2,3,4,4,3,Assignment ,Often,5,2,Synthetic
8/23/2026 19:50:18,"Yes, I agree to participate.",20-22,Female,Purbanchal University,BHM,2nd Year,2.5–2.99,3–4,60–70%,4,3-4,Less than 5,1–2 hours,3–4 days/week,Yes,More than 8 hours,5,3,4,4,4,1,1,5,3,2,5,3,2,Working part time and studying at the same time,Sometimes,3,3,Synthetic
8/23/2026 22:03:33,"Yes, I agree to participate.",20-22,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,3–4,81–90%,3,More than 6,5–6,1–2 hours,3–4 days/week,No,3–5 hours,3,3,4,4,4,2,2,4,2,2,4,4,3,Deadlines,Sometimes,4,3,Synthetic
8/23/2026 22:25:20,"Yes, I agree to participate.",20-22,Female,Rajarshi Janak University,BSc CSIT,2nd Year,2.5–2.99,Less than 1,71–80%,2,5-6,7–8,1–2 hours,Daily,Yes,Less than 3 hours,2,4,2,1,2,5,4,1,5,5,1,1,4,Exam routine keeps changing and results come very late,Rarely,2,4,Synthetic
8/24/2026 0:52:42,"Yes, I agree to participate.",23-25,Prefer not to say,Agriculture and Forestry University,Agriculture,4th Year,3.5–4.0,3–4,60–70%,2,5-6,Less than 5,3–4 hours,1–2 days/week,No,6–8 hours,1,4,2,2,2,3,3,3,5,5,2,3,3,Project submission deadlines clashing with exams,Rarely,3,5,Synthetic
8/24/2026 5:01:00,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,BSc CSIT,4th Year,Not Available Yet,3–4,81–90%,3,5-6,7–8,3–4 hours,1–2 days/week,Yes,More than 8 hours,4,2,3,4,4,3,2,4,3,2,3,3,4,Yes,Often,5,5,Synthetic
8/24/2026 5:25:18,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,4th Year,3.5–4.0,1–2,81–90%,2,1-2,7–8,1–2 hours,Never,Yes,6–8 hours,1,4,2,2,2,4,3,3,5,5,3,2,2,Career,Sometimes,4,3,Synthetic
8/24/2026 7:05:17,"Yes, I agree to participate.",23-25,Female,Other,MBBS,4th Year,3.0–3.49,3–4,71–80%,3,1-2,7–8,1–2 hours,Daily,Yes,6–8 hours,3,2,4,3,3,1,3,4,3,4,5,5,4,Thesis and internship report,Often,4,3,Synthetic
8/24/2026 15:14:27,"Yes, I agree to participate.",20-22,Female,Agriculture and Forestry University,Agriculture,1st Year,Not Available Yet,Less than 1,71–80%,5,1-2,Less than 5,1–2 hours,1–2 days/week,Yes,3–5 hours,5,1,4,4,3,2,2,4,1,3,5,4,2,"Financial pressure, deadlines",Often,4,4,Synthetic
8/24/2026 16:22:31,"Yes, I agree to participate.",20-22,Prefer not to say,Tribhuvan University,Agriculture,2nd Year,2.0–2.49,3–4,71–80%,2,5-6,5–6,1–2 hours,Never,Yes,6–8 hours,4,3,4,5,4,3,3,4,1,1,4,5,4,Job ,Very Often,5,2,Synthetic
8/24/2026 16:41:53,"Yes, I agree to participate.",17-19,Male,Kathmandu University,BE/B.Tech,1st Year,3.5–4.0,1–2,60–70%,1,3-4,5–6,1–2 hours,3–4 days/week,Yes,More than 8 hours,1,3,2,1,1,4,5,2,5,5,2,2,5,"Career, jobs are very limited in Nepal",Never,2,5,Synthetic
8/24/2026 17:35:11,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BDS,4th Year,2.0–2.49,1–2,60–70%,5,5-6,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,4,1,5,4,5,2,2,5,1,2,3,5,3,Assignment ,Often,4,2,Synthetic
8/24/2026 18:01:09,"Yes, I agree to participate.",20-22,Female,Other,BSc Nursing,1st Year,3.5–4.0,5–6,71–80%,2,5-6,5–6,1–2 hours,1–2 days/week,Yes,3–5 hours,2,5,1,2,2,4,5,3,4,4,2,2,3,"Office hours clash with college time, internal assessments and assignments piling up together",Rarely,2,5,Synthetic
8/24/2026 18:29:14,"Yes, I agree to participate.",23-25,Female,Tribhuvan University,Law(LLB),3rd Year,Below 2.0,3–4,60–70%,4,3-4,5–6,3–4 hours,Never,No,6–8 hours,3,3,5,5,5,2,1,4,2,2,4,5,3,Multiple assignments ,Often,4,2,Synthetic
8/25/2026 0:35:02,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,4th Year,2.5–2.99,Less than 1,71–80%,3,3-4,Less than 5,1–2 hours,3–4 days/week,Yes,3–5 hours,1,4,3,3,3,3,4,4,3,3,4,3,3,"Balancing part-time job and classes, I don't get enough time to study",Sometimes,4,3,Synthetic
8/25/2026 2:17:15,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BBS,4th Year,3.5–4.0,3–4,71–80%,2,3-4,7–8,3–4 hours,1–2 days/week,Yes,More than 8 hours,4,1,3,3,1,4,4,2,3,2,2,2,3,"Career, jobs are very limited in Nepal",Never,4,5,Synthetic
8/25/2026 3:07:04,"Yes, I agree to participate.",20-22,Female,Rajarshi Janak University,BCA,2nd Year,2.5–2.99,1–2,71–80%,4,3-4,5–6,Less than 1 hour,3–4 days/week,Yes,Less than 3 hours,5,3,5,3,5,2,2,4,2,2,5,4,2,Unfair grading in internal marks,Often,5,4,Synthetic
8/25/2026 3:15:54,"Yes, I agree to participate.",20-22,Female,Other,BSc Nursing,4th Year,3.5–4.0,5–6,81–90%,4,More than 6,Less than 5,5–6 hours,1–2 days/week,No,More than 8 hours,5,3,5,5,4,1,1,4,1,1,5,5,3,Tuition fees and hostel expenses,Often,5,4,Synthetic
8/25/2026 3:50:50,"Yes, I agree to participate.",20-22,Female,Pokhara University,BCA,1st Year,3.0–3.49,3–4,81–90%,4,5-6,Less than 5,3–4 hours,3–4 days/week,Yes,6–8 hours,3,3,3,3,4,1,3,4,1,2,4,4,2,Job ,Sometimes,3,3,Synthetic
8/25/2026 4:22:40,"Yes, I agree to participate.",23-25,Female,Pokhara University,BSc Nursing,3rd Year,3.0–3.49,Less than 1,71–80%,4,1-2,5–6,3–4 hours,1–2 days/week,No,6–8 hours,1,3,5,4,4,1,3,4,3,1,4,5,2,Deadlines,Often,4,2,Synthetic
8/25/2026 4:34:14,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BHM,3rd Year,3.5–4.0,1–2,81–90%,2,3-4,7–8,3–4 hours,3–4 days/week,Yes,6–8 hours,3,2,2,3,2,2,3,2,2,3,4,3,3,"TU exam pattern, everything depends on final exam",Sometimes,2,5,Synthetic
8/25/2026 5:31:35,"Yes, I agree to participate.",23-25,Male,Pokhara University,BHM,4th Year,3.0–3.49,3–4,71–80%,2,More than 6,7–8,3–4 hours,Daily,Yes,6–8 hours,2,5,1,2,2,5,5,2,4,4,2,2,5,Nothing much,Never,3,4,Synthetic
8/25/2026 6:06:32,"Yes, I agree to participate.",Above 25,Female,Purbanchal University,Agriculture,4th Year,3.5–4.0,3–4,81–90%,2,3-4,5–6,Less than 1 hour,Daily,Yes,3–5 hours,3,3,2,1,2,5,4,1,4,3,3,2,4,Parents compare me with relatives and toppers,Never,3,5,Synthetic
8/25/2026 8:21:37,"Yes, I agree to participate.",23-25,Female,Other,BSc Nursing,4th Year,3.0–3.49,1–2,81–90%,1,3-4,5–6,Less than 1 hour,5–6 days/week,No,Less than 3 hours,3,4,1,1,1,4,5,2,4,4,1,1,5,Unsure about future after graduation,Never,2,4,Synthetic
8/25/2026 14:21:37,"Yes, I agree to participate.",23-25,Prefer not to say,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,1–2,81–90%,3,1-2,7–8,5–6 hours,1–2 days/week,Yes,More than 8 hours,3,4,4,3,4,3,3,3,1,2,4,3,3,Unfair grading in internal marks,Rarely,4,4,Synthetic
8/25/2026 15:42:36,"Yes, I agree to participate.",23-25,Female,Madhyapaschim University,BBS,4th Year,2.5–2.99,3–4,Below 60%,2,More than 6,7–8,3–4 hours,1–2 days/week,Yes,6–8 hours,3,4,2,1,4,4,3,2,3,4,1,2,4,Financial ,Sometimes,4,4,Synthetic
8/25/2026 18:03:36,"Yes, I agree to participate.",17-19,Female,Tribhuvan University,BHM,1st Year,Not Available Yet,1–2,71–80%,2,More than 6,More than 8,Less than 1 hour,1–2 days/week,No,6–8 hours,1,3,3,3,2,3,3,3,2,4,2,3,3,Exam routine keeps changing and results come very late,Sometimes,3,3,Synthetic
8/25/2026 22:30:29,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BBS,2nd Year,3.5–4.0,3–4,71–80%,1,1-2,5–6,Less than 1 hour,Never,Yes,3–5 hours,2,2,2,2,1,5,4,1,4,5,2,1,5,Assignments because multiple deadlines occur at the same time,Never,2,5,Synthetic
8/26/2026 4:29:11,"Yes, I agree to participate.",Above 25,Female,Purbanchal University,BHM,4th Year,3.5–4.0,1–2,71–80%,3,1-2,7–8,1–2 hours,3–4 days/week,No,3–5 hours,3,4,2,1,1,4,4,2,4,4,1,4,3,Project submission deadlines clashing with exams,Rarely,4,5,Synthetic
8/26/2026 5:43:08,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BBS,3rd Year,3.0–3.49,3–4,71–80%,5,3-4,5–6,3–4 hours,3–4 days/week,Yes,3–5 hours,4,2,4,4,4,2,1,5,1,1,5,5,1,Internal assessments and assignments piling up together,Rarely,4,2,Synthetic
8/26/2026 7:37:19,"Yes, I agree to participate.",20-22,Male,Other,BDS,2nd Year,3.5–4.0,More than 6 hours,81–90%,2,More than 6,5–6,Less than 1 hour,Daily,No,6–8 hours,1,4,2,2,1,5,4,1,5,5,1,2,4,Unsure about future after graduation,Never,4,5,Synthetic
8/26/2026 8:05:11,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BSc CSIT,3rd Year,3.0–3.49,Less than 1,81–90%,3,5-6,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,3,2,3,3,4,5,3,3,3,4,3,3,3,Maybe,Often,5,5,Synthetic
8/26/2026 9:10:29,"Yes, I agree to participate.",20-22,Male,Tribhuvan University,BCA,2nd Year,3.0–3.49,1–2,81–90%,3,1-2,5–6,1–2 hours,1–2 days/week,No,3–5 hours,3,2,4,3,2,2,3,3,2,3,3,3,4,Exam routine keeps changing and results come very late,Sometimes,4,4,Synthetic
8/26/2026 10:44:50,"Yes, I agree to participate.",Above 25,Male,Rajarshi Janak University,Agriculture,4th Year,3.0–3.49,5–6,71–80%,3,5-6,Less than 5,5–6 hours,Never,No,More than 8 hours,2,2,3,3,2,4,3,3,4,3,2,2,3,Procrastination,Sometimes,5,4,Synthetic
8/26/2026 11:09:10,"Yes, I agree to participate.",20-22,Female,Tribhuvan University,BIM,4th Year,2.5–2.99,Less than 1,60–70%,3,1-2,7–8,3–4 hours,Never,No,6–8 hours,4,1,4,4,4,2,1,5,2,3,5,5,2,Project submission deadlines clashing with exams,Often,4,3,Synthetic
8/26/2026 11:15:12,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BCA,2nd Year,2.5–2.99,1–2,81–90%,4,5-6,5–6,1–2 hours,1–2 days/week,No,6–8 hours,4,1,5,5,5,1,1,5,1,1,5,5,2,Assignment ,Very Often,4,2,Synthetic
8/26/2026 14:31:31,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,MBBS,5th Year,3.5–4.0,5–6,81–90%,3,1-2,7–8,1–2 hours,1–2 days/week,No,3–5 hours,1,4,1,1,2,4,4,2,5,5,2,2,2,"Final year project and internship, internal assessments and assignments piling up together",Never,3,5,Synthetic
8/26/2026 14:38:47,"Yes, I agree to participate.",20-22,Prefer not to say,Tribhuvan University,BCA,2nd Year,2.5–2.99,3–4,71–80%,4,3-4,7–8,Less than 1 hour,3–4 days/week,Yes,6–8 hours,3,1,4,2,5,2,2,3,3,2,4,4,4,Stress,Often,3,3,Synthetic
8/26/2026 15:11:05,"Yes, I agree to participate.",20-22,Female,Other,MBBS,4th Year,2.5–2.99,3–4,71–80%,2,More than 6,Less than 5,3–4 hours,3–4 days/week,No,More than 8 hours,4,2,3,5,4,2,3,4,3,3,3,4,1,Tuition fees and hostel expenses,Very Often,4,4,Synthetic
8/26/2026 16:25:48,"Yes, I agree to participate.",23-25,Male,Tribhuvan University,BHM,2nd Year,3.0–3.49,1–2,71–80%,5,5-6,5–6,1–2 hours,Never,Yes,3–5 hours,5,2,5,4,5,2,2,5,1,2,4,4,1,"Balancing part-time job and classes, I don't get enough time to study",Very Often,3,5,Synthetic
8/26/2026 17:06:06,"Yes, I agree to participate.",17-19,Female,Sudurpaschim University,BCA,1st Year,2.0–2.49,5–6,71–80%,5,3-4,5–6,More than 6 hours,1–2 days/week,Yes,More than 8 hours,4,2,5,5,5,1,2,5,3,1,5,5,1,"Balancing part-time job and classes, I don't get enough time to study",Often,4,2,Synthetic
8/26/2026 19:43:07,"Yes, I agree to participate.",20-22,Female,Other,MBBS,1st Year,Not Available Yet,5–6,81–90%,1,3-4,More than 8,Less than 1 hour,5–6 days/week,No,6–8 hours,1,5,3,1,2,5,5,1,4,5,1,1,4,Exam routine keeps changing and results come very late,Rarely,2,4,Synthetic
