age,gender,university,program,year,cgpa,study_hours,attendance,assignment_stress,exam_count,sleep_hours,social_media,physical_activity,part_time_job,screen_time,financial_stress,social_support,stress_q1,stress_q2,stress_q3,stress_q4,stress_q5,stress_q6,stress_q7,stress_q8,stress_q9,stress_q10,academic_life_satisfaction,biggest_stress_reason,thought_break,career_stress,academic_performance,stress_q4_rev,stress_q5_rev,stress_q7_rev,stress_q8_rev,stress_score,stress_level
23-25,Female,Tribhuvan University,BCA,4th Year,Below 2.0,Less than 1,Below 60%,1,5-6,Less than 5,Less than 1 hour,1–2 days/week,Yes,More than 8 hours,3,2,3,1,2,4,3,2,4,3,2,3,5,Unsure about future after graduation,Rarely,4,1,2,3,2,3,23,Low
20-22,Female,Sudurpaschim University,BCA,3rd Year,3.5–4.0,3–4,Above 90%,2,More than 6,5–6,Less than 1 hour,1–2 days/week,No,3–5 hours,2,3,1,2,1,4,5,2,3,5,1,1,5,Project submission deadlines clashing with exams,Never,4,5,2,1,3,1,15,Low
20-22,Female,Tribhuvan University,BIM,4th Year,Below 2.0,1–2,71–80%,5,More than 6,5–6,3–4 hours,Never,Yes,6–8 hours,5,1,4,4,5,2,1,4,1,1,5,5,1,Tuition fees and hostel expenses,Often,3,1,4,5,5,5,46,High
23-25,Female,Tribhuvan University,BBS,3rd Year,2.5–2.99,Less than 1,71–80%,4,3-4,5–6,1–2 hours,3–4 days/week,Yes,3–5 hours,4,3,4,4,4,3,1,5,2,3,4,4,3,Assignment ,Often,5,2,3,5,4,3,40,High
20-22,Female,Purbanchal University,BHM,2nd Year,2.5–2.99,3–4,60–70%,4,3-4,Less than 5,1–2 hours,3–4 days/week,Yes,More than 8 hours,5,3,4,4,4,1,1,5,3,2,5,3,2,Working part time and studying at the same time,Sometimes,3,3,5,5,3,4,42,High
20-22,Female,Agriculture and Forestry University,Agriculture,4th Year,3.0–3.49,3–4,81–90%,3,More than 6,5–6,1–2 hours,3–4 days/week,No,3–5 hours,3,3,4,4,4,2,2,4,2,2,4,4,3,Deadlines,Sometimes,4,3,4,4,4,4,40,High
20-22,Female,Rajarshi Janak University,BSc CSIT,2nd Year,2.5–2.99,Less than 1,71–80%,2,5-6,7–8,1–2 hours,Daily,Yes,Less than 3 hours,2,4,2,1,2,5,4,1,5,5,1,1,4,Exam routine keeps changing and results come very late,Rarely,2,4,1,2,1,1,13,Low
23-25,Prefer not to say,Agriculture and Forestry University,Agriculture,4th Year,3.5–4.0,3–4,60–70%,2,5-6,Less than 5,3–4 hours,1–2 days/week,No,6–8 hours,1,4,2,2,2,3,3,3,5,5,2,3,3,Project submission deadlines clashing with exams,Rarely,3,5,3,3,1,1,22,Low
23-25,Female,Tribhuvan University,BSc CSIT,4th Year,Not Available Yet,3–4,81–90%,3,5-6,7–8,3–4 hours,1–2 days/week,Yes,More than 8 hours,4,2,3,4,4,3,2,4,3,2,3,3,4,Yes,Often,5,5,3,4,3,4,35,Moderate
20-22,Male,Tribhuvan University,BCA,4th Year,3.5–4.0,1–2,81–90%,2,1-2,7–8,1–2 hours,Never,Yes,6–8 hours,1,4,2,2,2,4,3,3,5,5,3,2,2,Career,Sometimes,4,3,2,3,1,1,21,Low
23-25,Female,Other,MBBS,4th Year,3.0–3.49,3–4,71–80%,3,1-2,7–8,1–2 hours,Daily,Yes,6–8 hours,3,2,4,3,3,1,3,4,3,4,5,5,4,Thesis and internship report,Often,4,3,5,3,3,2,37,High
20-22,Female,Agriculture and Forestry University,Agriculture,1st Year,Not Available Yet,Less than 1,71–80%,5,1-2,Less than 5,1–2 hours,1–2 days/week,Yes,3–5 hours,5,1,4,4,3,2,2,4,1,3,5,4,2,"Financial pressure, deadlines",Often,4,4,4,4,5,3,40,High
20-22,Prefer not to say,Tribhuvan University,Agriculture,2nd Year,2.0–2.49,3–4,71–80%,2,5-6,5–6,1–2 hours,Never,Yes,6–8 hours,4,3,4,5,4,3,3,4,1,1,4,5,4,Job ,Very Often,5,2,3,3,5,5,42,High
17-19,Male,Kathmandu University,BE/B.Tech,1st Year,3.5–4.0,1–2,60–70%,1,3-4,5–6,1–2 hours,3–4 days/week,Yes,More than 8 hours,1,3,2,1,1,4,5,2,5,5,2,2,5,"Career, jobs are very limited in Nepal",Never,2,5,2,1,1,1,15,Low
20-22,Male,Tribhuvan University,BDS,4th Year,2.0–2.49,1–2,60–70%,5,5-6,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,4,1,5,4,5,2,2,5,1,2,3,5,3,Assignment ,Often,4,2,4,4,5,4,44,High
20-22,Female,Other,BSc Nursing,1st Year,3.5–4.0,5–6,71–80%,2,5-6,5–6,1–2 hours,1–2 days/week,Yes,3–5 hours,2,5,1,2,2,4,5,3,4,4,2,2,3,"Office hours clash with college time, internal assessments and assignments piling up together",Rarely,2,5,2,1,2,2,19,Low
23-25,Female,Tribhuvan University,Law(LLB),3rd Year,Below 2.0,3–4,60–70%,4,3-4,5–6,3–4 hours,Never,No,6–8 hours,3,3,5,5,5,2,1,4,2,2,4,5,3,Multiple assignments ,Often,4,2,4,5,4,4,45,High
20-22,Male,Tribhuvan University,BCA,4th Year,2.5–2.99,Less than 1,71–80%,3,3-4,Less than 5,1–2 hours,3–4 days/week,Yes,3–5 hours,1,4,3,3,3,3,4,4,3,3,4,3,3,"Balancing part-time job and classes, I don't get enough time to study",Sometimes,4,3,3,2,3,3,31,Moderate
20-22,Female,Tribhuvan University,BBS,4th Year,3.5–4.0,3–4,71–80%,2,3-4,7–8,3–4 hours,1–2 days/week,Yes,More than 8 hours,4,1,3,3,1,4,4,2,3,2,2,2,3,"Career, jobs are very limited in Nepal",Never,4,5,2,2,3,4,24,Low
20-22,Female,Rajarshi Janak University,BCA,2nd Year,2.5–2.99,1–2,71–80%,4,3-4,5–6,Less than 1 hour,3–4 days/week,Yes,Less than 3 hours,5,3,5,3,5,2,2,4,2,2,5,4,2,Unfair grading in internal marks,Often,5,4,4,4,4,4,42,High
20-22,Female,Other,BSc Nursing,4th Year,3.5–4.0,5–6,81–90%,4,More than 6,Less than 5,5–6 hours,1–2 days/week,No,More than 8 hours,5,3,5,5,4,1,1,4,1,1,5,5,3,Tuition fees and hostel expenses,Often,5,4,5,5,5,5,48,High
20-22,Female,Pokhara University,BCA,1st Year,3.0–3.49,3–4,81–90%,4,5-6,Less than 5,3–4 hours,3–4 days/week,Yes,6–8 hours,3,3,3,3,4,1,3,4,1,2,4,4,2,Job ,Sometimes,3,3,5,3,5,4,39,High
23-25,Female,Pokhara University,BSc Nursing,3rd Year,3.0–3.49,Less than 1,71–80%,4,1-2,5–6,3–4 hours,1–2 days/week,No,6–8 hours,1,3,5,4,4,1,3,4,3,1,4,5,2,Deadlines,Often,4,2,5,3,3,5,42,High
23-25,Prefer not to say,Tribhuvan University,BHM,3rd Year,3.5–4.0,1–2,81–90%,2,3-4,7–8,3–4 hours,3–4 days/week,Yes,6–8 hours,3,2,2,3,2,2,3,2,2,3,4,3,3,"TU exam pattern, everything depends on final exam",Sometimes,2,5,4,3,4,3,30,Moderate
23-25,Male,Pokhara University,BHM,4th Year,3.0–3.49,3–4,71–80%,2,More than 6,7–8,3–4 hours,Daily,Yes,6–8 hours,2,5,1,2,2,5,5,2,4,4,2,2,5,Nothing much,Never,3,4,1,1,2,2,17,Low
Above 25,Female,Purbanchal University,Agriculture,4th Year,3.5–4.0,3–4,81–90%,2,3-4,5–6,Less than 1 hour,Daily,Yes,3–5 hours,3,3,2,1,2,5,4,1,4,3,3,2,4,Parents compare me with relatives and toppers,Never,3,5,1,2,2,3,19,Low
23-25,Female,Other,BSc Nursing,4th Year,3.0–3.49,1–2,81–90%,1,3-4,5–6,Less than 1 hour,5–6 days/week,No,Less than 3 hours,3,4,1,1,1,4,5,2,4,4,1,1,5,Unsure about future after graduation,Never,2,4,2,1,2,2,14,Low
23-25,Prefer not to say,Tribhuvan University,BSc CSIT,3rd Year,3.5–4.0,1–2,81–90%,3,1-2,7–8,5–6 hours,1–2 days/week,Yes,More than 8 hours,3,4,4,3,4,3,3,3,1,2,4,3,3,Unfair grading in internal marks,Rarely,4,4,3,3,5,4,36,Moderate
23-25,Female,Madhyapaschim University,BBS,4th Year,2.5–2.99,3–4,Below 60%,2,More than 6,7–8,3–4 hours,1–2 days/week,Yes,6–8 hours,3,4,2,1,4,4,3,2,3,4,1,2,4,Financial ,Sometimes,4,4,2,3,3,2,22,Low
17-19,Female,Tribhuvan University,BHM,1st Year,Not Available Yet,1–2,71–80%,2,More than 6,More than 8,Less than 1 hour,1–2 days/week,No,6–8 hours,1,3,3,3,2,3,3,3,2,4,2,3,3,Exam routine keeps changing and results come very late,Sometimes,3,3,3,3,4,2,28,Moderate
20-22,Male,Tribhuvan University,BBS,2nd Year,3.5–4.0,3–4,71–80%,1,1-2,5–6,Less than 1 hour,Never,Yes,3–5 hours,2,2,2,2,1,5,4,1,4,5,2,1,5,Assignments because multiple deadlines occur at the same time,Never,2,5,1,2,2,1,15,Low
Above 25,Female,Purbanchal University,BHM,4th Year,3.5–4.0,1–2,71–80%,3,1-2,7–8,1–2 hours,3–4 days/week,No,3–5 hours,3,4,2,1,1,4,4,2,4,4,1,4,3,Project submission deadlines clashing with exams,Rarely,4,5,2,2,2,2,19,Low
20-22,Female,Tribhuvan University,BBS,3rd Year,3.0–3.49,3–4,71–80%,5,3-4,5–6,3–4 hours,3–4 days/week,Yes,3–5 hours,4,2,4,4,4,2,1,5,1,1,5,5,1,Internal assessments and assignments piling up together,Rarely,4,2,4,5,5,5,46,High
20-22,Male,Other,BDS,2nd Year,3.5–4.0,More than 6 hours,81–90%,2,More than 6,5–6,Less than 1 hour,Daily,No,6–8 hours,1,4,2,2,1,5,4,1,5,5,1,2,4,Unsure about future after graduation,Never,4,5,1,2,1,1,14,Low
23-25,Male,Tribhuvan University,BSc CSIT,3rd Year,3.0–3.49,Less than 1,81–90%,3,5-6,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,3,2,3,3,4,5,3,3,3,4,3,3,3,Maybe,Often,5,5,1,3,3,2,28,Moderate
20-22,Male,Tribhuvan University,BCA,2nd Year,3.0–3.49,1–2,81–90%,3,1-2,5–6,1–2 hours,1–2 days/week,No,3–5 hours,3,2,4,3,2,2,3,3,2,3,3,3,4,Exam routine keeps changing and results come very late,Sometimes,4,4,4,3,4,3,32,Moderate
Above 25,Male,Rajarshi Janak University,Agriculture,4th Year,3.0–3.49,5–6,71–80%,3,5-6,Less than 5,5–6 hours,Never,No,More than 8 hours,2,2,3,3,2,4,3,3,4,3,2,2,3,Procrastination,Sometimes,5,4,2,3,2,3,25,Moderate
20-22,Female,Tribhuvan University,BIM,4th Year,2.5–2.99,Less than 1,60–70%,3,1-2,7–8,3–4 hours,Never,No,6–8 hours,4,1,4,4,4,2,1,5,2,3,5,5,2,Project submission deadlines clashing with exams,Often,4,3,4,5,4,3,43,High
23-25,Male,Tribhuvan University,BCA,2nd Year,2.5–2.99,1–2,81–90%,4,5-6,5–6,1–2 hours,1–2 days/week,No,6–8 hours,4,1,5,5,5,1,1,5,1,1,5,5,2,Assignment ,Very Often,4,2,5,5,5,5,50,High
23-25,Male,Tribhuvan University,MBBS,5th Year,3.5–4.0,5–6,81–90%,3,1-2,7–8,1–2 hours,1–2 days/week,No,3–5 hours,1,4,1,1,2,4,4,2,5,5,2,2,2,"Final year project and internship, internal assessments and assignments piling up together",Never,3,5,2,2,1,1,16,Low
20-22,Prefer not to say,Tribhuvan University,BCA,2nd Year,2.5–2.99,3–4,71–80%,4,3-4,7–8,Less than 1 hour,3–4 days/week,Yes,6–8 hours,3,1,4,2,5,2,2,3,3,2,4,4,4,Stress,Often,3,3,4,4,3,4,37,High
20-22,Female,Other,MBBS,4th Year,2.5–2.99,3–4,71–80%,2,More than 6,Less than 5,3–4 hours,3–4 days/week,No,More than 8 hours,4,2,3,5,4,2,3,4,3,3,3,4,1,Tuition fees and hostel expenses,Very Often,4,4,4,3,3,3,36,Moderate
23-25,Male,Tribhuvan University,BHM,2nd Year,3.0–3.49,1–2,71–80%,5,5-6,5–6,1–2 hours,Never,Yes,3–5 hours,5,2,5,4,5,2,2,5,1,2,4,4,1,"Balancing part-time job and classes, I don't get enough time to study",Very Often,3,5,4,4,5,4,44,High
17-19,Female,Sudurpaschim University,BCA,1st Year,2.0–2.49,5–6,71–80%,5,3-4,5–6,More than 6 hours,1–2 days/week,Yes,More than 8 hours,4,2,5,5,5,1,2,5,3,1,5,5,1,"Balancing part-time job and classes, I don't get enough time to study",Often,4,2,5,4,3,5,47,High
20-22,Female,Other,MBBS,1st Year,Not Available Yet,5–6,81–90%,1,3-4,More than 8,Less than 1 hour,5–6 days/week,No,6–8 hours,1,5,3,1,2,5,5,1,4,5,1,1,4,Exam routine keeps changing and results come very late,Rarely,2,4,1,1,2,1,14,Low
20-22,Male,Sudurpaschim University,BCA,3rd Year,3.5–4.0,5–6,Above 90%,2,5-6,5–6,1–2 hours,3–4 days/week,No,6–8 hours,2,3,3,3,2,3,3,4,4,4,1,2,3,Ok,Sometimes,3,5,3,3,2,2,25,Moderate
20-22,Prefer not to say,Tribhuvan University,MBBS,2nd Year,3.0–3.49,3–4,71–80%,3,1-2,5–6,More than 6 hours,3–4 days/week,No,More than 8 hours,2,2,3,3,4,4,2,2,2,3,4,3,1,Deadlines,Sometimes,4,2,2,4,4,3,32,Moderate
Above 25,Female,Kathmandu University,MBBS,5th Year,3.5–4.0,3–4,71–80%,2,More than 6,More than 8,Less than 1 hour,1–2 days/week,No,Less than 3 hours,1,5,1,1,1,5,5,3,5,4,1,1,5,Job market is competitive and many seniors are still unemployed,Rarely,5,4,1,1,1,2,13,Low
20-22,Female,Kathmandu University,MBBS,3rd Year,3.5–4.0,More than 6 hours,81–90%,3,1-2,Less than 5,3–4 hours,3–4 days/week,No,3–5 hours,3,2,4,4,4,1,2,5,3,2,5,3,2,Project submission deadlines clashing with exams,Often,4,3,5,4,3,4,41,High
23-25,Female,Agriculture and Forestry University,Agriculture,4th Year,3.5–4.0,5–6,Above 90%,2,3-4,Less than 5,3–4 hours,Never,Yes,3–5 hours,2,3,1,3,4,3,3,3,3,3,3,4,3,Career,Sometimes,3,4,3,3,3,3,30,Moderate
23-25,Female,Tribhuvan University,BSc CSIT,4th Year,3.0–3.49,3–4,81–90%,2,3-4,5–6,5–6 hours,5–6 days/week,Yes,More than 8 hours,4,5,1,1,1,4,4,1,3,4,3,3,4,Job market is competitive and many seniors are still unemployed,Never,2,4,2,2,3,2,19,Low
Above 25,Male,Sudurpaschim University,BCA,4th Year,3.5–4.0,3–4,81–90%,2,3-4,5–6,More than 6 hours,3–4 days/week,Yes,More than 8 hours,3,1,3,3,1,4,5,3,4,4,3,2,3,Study management,Sometimes,3,3,2,1,2,2,22,Low
20-22,Female,Tribhuvan University,Agriculture,2nd Year,3.5–4.0,5–6,71–80%,2,3-4,Less than 5,3–4 hours,5–6 days/week,No,6–8 hours,3,2,3,2,2,2,3,3,4,1,4,2,2,Job market is competitive and many seniors are still unemployed,Rarely,4,4,4,3,2,5,30,Moderate
23-25,Male,Tribhuvan University,BCA,2nd Year,3.5–4.0,1–2,71–80%,3,3-4,Less than 5,5–6 hours,3–4 days/week,Yes,More than 8 hours,5,4,4,5,4,2,2,5,3,2,4,5,3,Paying semester fees while living in Kathmandu is hard,Sometimes,2,3,4,4,3,4,42,High
20-22,Female,Purbanchal University,BSc Nursing,3rd Year,3.0–3.49,1–2,71–80%,4,More than 6,7–8,1–2 hours,3–4 days/week,No,Less than 3 hours,3,4,3,3,3,3,4,4,3,3,4,3,3,Parents compare me with relatives and toppers,Often,3,3,3,2,3,3,31,Moderate
20-22,Male,Sudurpaschim University,BBS,3rd Year,3.5–4.0,More than 6 hours,81–90%,3,3-4,7–8,1–2 hours,Never,Yes,3–5 hours,3,5,2,2,3,5,4,2,4,4,1,3,3,Money,Never,2,4,1,2,2,2,20,Low
17-19,Female,Sudurpaschim University,BCA,1st Year,3.5–4.0,5–6,Above 90%,3,More than 6,5–6,1–2 hours,3–4 days/week,Yes,3–5 hours,3,3,3,4,3,3,3,3,3,1,4,3,4,Lack of practical classes and resources,Sometimes,4,4,3,3,3,5,34,Moderate
20-22,Male,Purbanchal University,BE/B.Tech,3rd Year,3.5–4.0,Less than 1,71–80%,2,1-2,5–6,Less than 1 hour,Daily,Yes,3–5 hours,3,4,1,2,2,5,4,1,4,5,3,1,4,Stress,Never,2,5,1,2,2,1,16,Low
23-25,Female,Kathmandu University,BSc Nursing,4th Year,3.0–3.49,3–4,71–80%,2,More than 6,Less than 5,More than 6 hours,Never,No,More than 8 hours,3,2,4,3,2,3,3,4,3,4,2,4,4,"Procrastination, capstone projects.",Sometimes,4,3,3,3,3,2,30,Moderate
Above 25,Male,Tribhuvan University,BCA,4th Year,3.5–4.0,1–2,71–80%,4,More than 6,5–6,More than 6 hours,Never,Yes,More than 8 hours,1,3,3,3,3,4,3,1,5,4,1,3,4,Project submission deadlines clashing with exams,Never,4,4,2,3,1,2,22,Low
20-22,Female,Tribhuvan University,BSc Nursing,1st Year,3.0–3.49,3–4,81–90%,5,More than 6,5–6,3–4 hours,Never,No,6–8 hours,5,1,5,4,4,1,1,5,2,3,5,5,1,Unsure about future after graduation,Often,5,2,5,5,4,3,45,High
20-22,Female,Agriculture and Forestry University,Agriculture,3rd Year,3.0–3.49,1–2,60–70%,3,More than 6,Less than 5,1–2 hours,Never,Yes,3–5 hours,5,2,3,2,3,4,3,3,3,3,4,3,5,Job ,Sometimes,3,3,2,3,3,3,29,Moderate
20-22,Male,Tribhuvan University,BCA,1st Year,Not Available Yet,5–6,60–70%,4,3-4,Less than 5,3–4 hours,1–2 days/week,No,More than 8 hours,4,3,3,3,3,3,2,3,2,2,4,4,2,Financial pressure because my family struggles to pay tuition,Rarely,4,3,3,4,4,4,35,Moderate
23-25,Prefer not to say,Tribhuvan University,BSc Nursing,4th Year,2.5–2.99,3–4,Below 60%,4,3-4,7–8,1–2 hours,1–2 days/week,Yes,6–8 hours,3,1,5,5,5,2,2,5,1,2,5,5,1,Capstone projects.,Often,3,3,4,4,5,4,47,High
Above 25,Male,Tribhuvan University,BIM,3rd Year,Below 2.0,Less than 1,71–80%,4,1-2,5–6,1–2 hours,Never,Yes,3–5 hours,3,2,5,4,3,3,3,4,2,2,3,3,2,"Working part time and studying at the same time, multiple assignments",Rarely,3,1,3,3,4,4,36,Moderate
23-25,Male,Tribhuvan University,BHM,4th Year,2.5–2.99,1–2,81–90%,2,1-2,5–6,1–2 hours,1–2 days/week,No,6–8 hours,2,3,3,3,3,3,5,2,4,3,2,2,4,Sometimes,Rarely,3,4,3,1,2,3,24,Low
20-22,Male,Other,BDS,4th Year,3.5–4.0,5–6,71–80%,2,More than 6,7–8,3–4 hours,1–2 days/week,No,6–8 hours,2,3,2,3,2,4,4,2,5,4,2,3,4,"Exams, because the whole year's result depends on the final board exam",Sometimes,2,4,2,2,1,2,21,Low
20-22,Male,Tribhuvan University,MBBS,1st Year,3.5–4.0,3–4,71–80%,1,More than 6,7–8,More than 6 hours,Never,No,More than 8 hours,2,4,1,2,1,2,4,2,4,4,2,1,4,Sometimes,Rarely,2,3,4,2,2,2,19,Low
23-25,Female,Other,BSc Nursing,4th Year,3.0–3.49,3–4,71–80%,1,5-6,More than 8,5–6 hours,1–2 days/week,No,More than 8 hours,3,5,1,1,1,3,5,1,5,5,1,2,5,"Exam routine keeps changing and results come very late, project submission deadlines clashing with exams",Rarely,3,4,3,1,1,1,13,Low
23-25,Female,Tribhuvan University,BSc Nursing,4th Year,3.0–3.49,1–2,71–80%,3,5-6,5–6,5–6 hours,3–4 days/week,No,6–8 hours,3,4,2,3,3,3,4,2,3,4,3,3,4,Internal assessments and assignments piling up together,Sometimes,2,4,3,2,3,2,26,Moderate
20-22,Female,Tribhuvan University,BCA,2nd Year,Below 2.0,Less than 1,60–70%,2,More than 6,More than 8,3–4 hours,1–2 days/week,Yes,6–8 hours,4,3,2,3,3,3,4,5,3,4,2,2,4,Assignment ,Sometimes,1,2,3,2,3,2,27,Moderate
23-25,Male,Tribhuvan University,BCA,4th Year,2.5–2.99,3–4,81–90%,3,3-4,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,1,3,3,4,3,3,4,3,1,3,2,3,4,Career,Rarely,5,2,3,2,5,3,31,Moderate
23-25,Female,Tribhuvan University,Law(LLB),4th Year,3.5–4.0,More than 6 hours,Above 90%,4,5-6,7–8,1–2 hours,Never,Yes,More than 8 hours,4,3,3,4,2,3,2,2,5,2,3,3,4,Job ,Rarely,3,3,3,4,1,4,29,Moderate
20-22,Male,Tribhuvan University,BBS,1st Year,2.0–2.49,Less than 1,71–80%,4,3-4,5–6,More than 6 hours,1–2 days/week,No,More than 8 hours,3,1,5,5,5,1,3,5,1,2,4,5,1,Not able to focus because of phone,Very Often,4,1,5,3,5,4,46,High
17-19,Male,Other,BDS,1st Year,3.5–4.0,More than 6 hours,81–90%,3,3-4,5–6,1–2 hours,1–2 days/week,Yes,More than 8 hours,3,3,4,4,3,2,2,3,2,1,5,4,2,Financial ,Sometimes,3,3,4,4,4,5,40,High
20-22,Female,Rajarshi Janak University,BCA,3rd Year,2.5–2.99,Less than 1,71–80%,4,3-4,Less than 5,3–4 hours,Never,Yes,More than 8 hours,3,3,3,4,3,3,3,3,3,4,2,3,4,Assignments because multiple deadlines occur at the same time,Often,2,2,3,3,3,2,29,Moderate
23-25,Male,Tribhuvan University,BIM,4th Year,2.5–2.99,Less than 1,60–70%,5,More than 6,7–8,3–4 hours,3–4 days/week,Yes,6–8 hours,4,2,5,5,4,3,2,5,2,4,3,3,4,Project submission deadlines clashing with exams,Rarely,4,3,3,4,4,2,38,High
Above 25,Male,Purbanchal University,BCA,2nd Year,3.0–3.49,1–2,81–90%,4,1-2,5–6,1–2 hours,1–2 days/week,No,6–8 hours,4,2,3,3,5,4,1,2,2,2,2,3,2,Future career,Often,4,3,2,5,4,4,33,Moderate
20-22,Prefer not to say,Tribhuvan University,Agriculture,2nd Year,3.0–3.49,5–6,81–90%,3,3-4,Less than 5,5–6 hours,3–4 days/week,No,More than 8 hours,2,3,3,4,4,2,2,3,1,3,4,4,1,Future career,Rarely,4,3,4,4,5,3,38,High
20-22,Male,Other,BSc Nursing,2nd Year,2.5–2.99,1–2,71–80%,4,5-6,5–6,3–4 hours,Never,No,6–8 hours,4,4,4,4,3,3,2,5,3,2,4,3,2,Future career,Often,2,3,3,4,3,4,37,High
23-25,Female,Tribhuvan University,BE/B.Tech,4th Year,3.0–3.49,1–2,71–80%,2,3-4,More than 8,1–2 hours,1–2 days/week,No,6–8 hours,2,1,2,2,2,3,4,2,3,4,3,1,4,Deadlines,Often,5,5,3,2,3,2,22,Low
23-25,Prefer not to say,Tribhuvan University,BDS,3rd Year,2.5–2.99,1–2,71–80%,3,5-6,7–8,Less than 1 hour,1–2 days/week,No,3–5 hours,3,4,2,2,3,4,5,4,4,3,3,2,4,Unsure about future after graduation,Rarely,4,5,2,1,2,3,24,Low
17-19,Female,Pokhara University,MBBS,1st Year,3.5–4.0,5–6,Above 90%,2,5-6,More than 8,1–2 hours,5–6 days/week,No,6–8 hours,3,3,2,2,2,4,5,3,3,4,3,2,4,Board exams,Sometimes,2,5,2,1,3,2,22,Low
20-22,Male,Tribhuvan University,BSc CSIT,4th Year,2.5–2.99,Less than 1,71–80%,1,3-4,7–8,1–2 hours,Never,Yes,Less than 3 hours,3,5,2,2,1,4,4,2,4,5,2,2,4,Assignments because multiple deadlines occur at the same time,Rarely,5,4,2,2,2,1,18,Low
23-25,Female,Other,BDS,5th Year,3.5–4.0,5–6,81–90%,4,3-4,5–6,3–4 hours,1–2 days/week,No,6–8 hours,5,3,4,5,5,2,2,5,3,1,4,5,3,Too many assignments and lab reports with the same deadline,Very Often,4,3,4,4,3,5,44,High
17-19,Female,Other,BSc Nursing,1st Year,Not Available Yet,3–4,60–70%,5,3-4,Less than 5,1–2 hours,1–2 days/week,No,3–5 hours,4,2,5,5,4,2,2,4,3,3,4,3,3,Family pressure,Very Often,3,2,4,4,3,3,39,High
23-25,Female,Sudurpaschim University,BCA,4th Year,2.5–2.99,3–4,60–70%,4,1-2,7–8,3–4 hours,1–2 days/week,Yes,6–8 hours,5,4,4,3,3,4,3,3,2,3,5,3,3,Money,Rarely,4,3,2,3,4,3,33,Moderate
23-25,Male,Tribhuvan University,BSc CSIT,2nd Year,Not Available Yet,Less than 1,81–90%,3,More than 6,5–6,Less than 1 hour,1–2 days/week,No,6–8 hours,3,2,4,3,5,2,2,5,1,2,4,3,3,Too many assignments and lab reports with the same deadline,Often,5,3,4,4,5,4,41,High
20-22,Male,Pokhara University,BHM,2nd Year,Not Available Yet,1–2,60–70%,2,5-6,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,3,2,4,2,3,4,4,2,4,3,3,2,2,"Too many assignments and lab reports with the same deadline, unfair grading in internal marks",Often,3,2,2,2,2,3,25,Moderate
23-25,Female,Pokhara University,BCA,4th Year,2.5–2.99,1–2,71–80%,4,5-6,5–6,Less than 1 hour,1–2 days/week,Yes,3–5 hours,3,1,4,4,4,3,2,3,2,2,5,4,3,Strict attendance requirement,Rarely,3,3,3,4,4,4,39,High
20-22,Female,Tribhuvan University,BE/B.Tech,4th Year,2.5–2.99,Less than 1,60–70%,4,5-6,5–6,3–4 hours,3–4 days/week,Yes,More than 8 hours,4,3,5,4,4,2,2,4,3,3,5,5,4,"Exams, because the whole year's result depends on the final board exam, final year project and internship",Often,3,1,4,4,3,3,41,High
17-19,Male,Rajarshi Janak University,Agriculture,1st Year,Not Available Yet,1–2,Above 90%,2,1-2,7–8,1–2 hours,3–4 days/week,Yes,3–5 hours,3,1,3,3,3,2,3,3,3,3,4,3,3,Unsure about future after graduation,Sometimes,3,3,4,3,3,3,32,Moderate
20-22,Prefer not to say,Pokhara University,BCA,2nd Year,3.0–3.49,1–2,71–80%,1,3-4,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,3,3,2,2,3,4,5,2,4,5,3,3,4,Working part time and studying at the same time,Rarely,4,5,2,1,2,1,21,Low
Above 25,Prefer not to say,Purbanchal University,BCA,2nd Year,3.5–4.0,1–2,71–80%,3,1-2,Less than 5,3–4 hours,3–4 days/week,No,6–8 hours,3,4,3,3,3,3,3,3,4,3,2,2,4,Nothing much,Rarely,4,5,3,3,2,3,27,Moderate
20-22,Female,Tribhuvan University,BCA,4th Year,2.0–2.49,3–4,Above 90%,5,More than 6,5–6,1–2 hours,3–4 days/week,Yes,3–5 hours,4,2,5,5,5,1,1,5,1,1,5,5,2,Future career,Very Often,3,1,5,5,5,5,50,High
Above 25,Prefer not to say,Other,BDS,5th Year,3.5–4.0,3–4,71–80%,2,More than 6,7–8,Less than 1 hour,1–2 days/week,No,6–8 hours,2,4,3,2,2,4,4,2,3,5,1,2,5,Thesis and internship report,Rarely,2,5,2,2,3,1,20,Low
20-22,Female,Rajarshi Janak University,BCA,3rd Year,3.0–3.49,1–2,71–80%,1,5-6,5–6,1–2 hours,3–4 days/week,No,6–8 hours,3,5,2,3,3,4,4,2,5,4,3,1,4,Frequent internal exams and practicals,Rarely,2,3,2,2,1,2,21,Low
23-25,Male,Agriculture and Forestry University,Agriculture,2nd Year,3.0–3.49,1–2,60–70%,3,3-4,5–6,3–4 hours,1–2 days/week,Yes,More than 8 hours,3,3,2,2,4,4,2,2,3,3,2,3,3,Exams ,Rarely,4,3,2,4,3,3,27,Moderate
